image_id,relative_path,file_name,mineral_label,four_class_label,four_class_id,source_site,source_type,mindat_photo_id,detail_page_url,download_source_url,page_title,locality,photographer_or_credit,license_or_rights,screening_decision,manual_review_required,metadata_source_file,metadata_status,metadata_missing_fields,width,height,aspect_ratio,megapixels,file_size_bytes,image_format,image_mode,sha256,dhash64,dimension_pass,quality_status,quality_error,exact_duplicate_group_size,near_duplicate_group_id,near_duplicate_group_size,split_group_id,split
VTM-000011,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p014419_039_raw.jpg,ilmenite_mindat_p014419_039_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,14419,https://www.mindat.org/photo-14419.html,https://www.mindat.org/imagecache/9b/5d/08294270017362298692839.jpg,"IlmeniteBentley Lake occurrence, Faraday Township, Hastings County, Ontario, CanadaDark grey crystals to 12 mm, on quartz. Field height: 1.7 cm. P Haas photograph and collection (no. 43-013).© Peter Haas",,"IlmeniteBentley Lake occurrence, Faraday Township, Hastings County, Ontario, CanadaDark grey crystals to 12 mm, on quartz. Field height: 1.7 cm. P Haas photograph and collection (no. 43-013).© Peter Haas",Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_ilmenite_manifest.csv,complete_core,,640,750,0.853333,0.48,223317,JPEG,RGB,a2197bae94e5051da838cbc0b3781d3a8d06f1c9679cd019f9c198fee96ca439,76ecfcf4d4f878f0,True,pass,,1,DG-67537256c2c8,1,DG-67537256c2c8,train
VTM-000012,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p016201_061_raw.jpg,ilmenite_mindat_p016201_061_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,16201,https://www.mindat.org/photo-16201.html,https://www.mindat.org/imagecache/ae/79/04753250017362298753403.jpg,"IlmeniteWashington Pass, Golden Horn Batholith, Okanogan County, Washington, USATabular hexagonal black crystals. Field of view 2 mm. Ex: Ty Balacko collection. Robert O. Meyer specimen and photograph.© 2004 Robert O. Meyer",,"IlmeniteWashington Pass, Golden Horn Batholith, Okanogan County, Washington, USATabular hexagonal black crystals. Field of view 2 mm. Ex: Ty Balacko collection. Robert O. Meyer specimen and photograph.© 2004 Robert O. Meyer",Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_ilmenite_manifest.csv,complete_core,,640,590,1.084746,0.3776,109810,JPEG,RGB,350ba641f59ebae6d17eef48490f3b7331498c648dd2128fd56272947d88e95b,e3a7c76747c7c64f,True,pass,,1,DG-d55a08de460c,1,DG-d55a08de460c,train
VTM-000013,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p023681_038_raw.jpg,ilmenite_mindat_p023681_038_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,23681,https://www.mindat.org/photo-23681.html,https://www.mindat.org/imagecache/bd/4a/01881990017362298705623.jpg,"IlmeniteRocca Castellaccio, Ciappanico, Torre di Santa Maria, Sondrio Province, Lombardy, Italy8 mm Ilmenite crystal on chloritic schist - I got this sample in a mineral swap show in Lucca, in Sept. 1974© Dott. Geol. Marco Barsanti - geoman1@tin.it",,,Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_ilmenite_manifest.csv,complete_core,,640,480,1.333333,0.3072,301396,JPEG,RGB,603ff51efd3480ec34e567db1208749b9b17621526082906eeced2ca98d26e1d,86879da561391907,True,pass,,1,DG-6fe0031f6ce0,1,DG-6fe0031f6ce0,train
VTM-000014,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p026266_063_raw.jpg,ilmenite_mindat_p026266_063_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,26266,https://www.mindat.org/photo-26266.html,https://www.mindat.org/imagecache/10/62/08451170017362298768586.jpg,"IlmeniteFroland, Agder, Norwaysize:3x4cm. Paul Bongaerts specimen and photograph© Paul Bongaerts",,"IlmeniteFroland, Agder, Norwaysize:3x4cm. Paul Bongaerts specimen and photograph© Paul Bongaerts",Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_ilmenite_manifest.csv,complete_core,,640,666,0.960961,0.4262,43943,JPEG,RGB,806a6a83b9b4a591b0b6709f57be0091bf0bd31b9f2f2a9597516684bc46a246,3372ccdcccd86160,True,pass,,1,DG-272298e448f6,1,DG-272298e448f6,train
VTM-000015,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p031902_071_raw.jpg,ilmenite_mindat_p031902_071_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,31902,https://www.mindat.org/photo-31902.html,https://www.mindat.org/imagecache/cb/6f/08724690017382554715998.jpg,"Ilmenite, GonnarditePoudrette quarry, Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, CanadaBlack ilmenite showing a blue iridescence with gonnardite crystals on and around it.",Photographed by and in the collection of Douglas Merson.,Photographed by and in the collection of Douglas Merson.,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_ilmenite_manifest.csv,complete_core,,640,424,1.509434,0.2714,121768,JPEG,RGB,4db6420d4860a9b979d476057c099f92c1a6c2503e214f09be2ef9554823cf42,e0f0c898a8e1f2f2,True,pass,,1,DG-a1015e899276,1,DG-a1015e899276,train
VTM-000016,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p032443_023_raw.jpg,ilmenite_mindat_p032443_023_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,32443,https://www.mindat.org/photo-32443.html,https://www.mindat.org/imagecache/4d/1d/06248630017362298623183.jpg,"IlmenitePoudrette quarry, Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, CanadaPicture width 3mm. Depth achieved with CombineZ. Collection and Photograph Stephan Wolfsried© Stephan Wolfsried 2005",,"IlmenitePoudrette quarry, Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, CanadaPicture width 3mm. Depth achieved with CombineZ. Collection and Photograph Stephan Wolfsried© Stephan Wolfsried 2005",Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_ilmenite_manifest.csv,complete_core,,640,480,1.333333,0.3072,85260,JPEG,RGB,a608e51074c8865a0ea0b3999340033c8241057edb2b326db0a65ad3fd47ae57,d23820323236946c,True,pass,,1,DG-ff973b2d0c52,1,DG-ff973b2d0c52,train
VTM-000017,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p039117_057_raw.jpg,ilmenite_mindat_p039117_057_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,39117,https://www.mindat.org/photo-39117.html,https://www.mindat.org/imagecache/c7/35/08903590017362298757336.jpg,"IlmeniteAggregate Industries Quarry, Ashland, Middlesex County, Massachusetts, USABlack, platy ilmenite. View is about 4.5 cm across. (P. Cristofono specimen and photo. Field collected 2005.)© 2005 Peter Cristofono",,"IlmeniteAggregate Industries Quarry, Ashland, Middlesex County, Massachusetts, USABlack, platy ilmenite. View is about 4.5 cm across. (P. Cristofono specimen and photo. Field collected 2005.)© 2005 Peter Cristofono",Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_ilmenite_manifest.csv,complete_core,,640,424,1.509434,0.2714,116535,JPEG,RGB,ea8407b19c585b36efdf48e97894eb876a7fd5d3e57707427857780b07206a09,3f1c4cc491ccad24,True,pass,,1,DG-ac7eee422e34,1,DG-ac7eee422e34,train
VTM-000018,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p039732_066_raw.jpg,ilmenite_mindat_p039732_066_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,39732,https://www.mindat.org/photo-39732.html,https://www.mindat.org/imagecache/42/7a/03521090017362298775853.jpg,"Ilmenite, Magnetite, Albite, Fluorapatite, HedenbergiteLemolo Lake Quarry, Douglas County, Oregon, USAA hedenbergite crystal forms the base on which the ilmenite, magnetite, and albite have formed. The fluorapatite needles protrude from the cavity wall. Collected May 2005 by Doug Merson. Photographed by and in the collection of Doug Merson.© 2005 Doug Merson",,"Ilmenite, Magnetite, Albite, Fluorapatite, HedenbergiteLemolo Lake Quarry, Douglas County, Oregon, USAA hedenbergite crystal forms the base on which the ilmenite, magnetite, and albite have formed. The fluorapatite needles protrude from the cavity wall. Collected May 2005 by Doug Merson. Photographed by and in the collection of Doug Merson.© 2005 Doug Merson",Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_ilmenite_manifest.csv,complete_core,,640,480,1.333333,0.3072,85145,JPEG,RGB,7a26f31ddd9b8e95831baf98284408334e2c98cac9ebf2000310961e53de9967,67656574c3267424,True,pass,,1,DG-43315a4123ba,1,DG-43315a4123ba,train
VTM-000019,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p048013_036_raw.jpg,ilmenite_mindat_p048013_036_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,48013,https://www.mindat.org/photo-48013.html,https://www.mindat.org/imagecache/ab/a6/04425380017335363754091.jpg,"Ilmenite, QuartzKaiserer quarry, Rauris, Zell am See District, Salzburg, Austria0,7 mmm Ilmenite Crystal in quartz matrix found in Kaiserer Quarry, Rauris, SAlburg, Austria.© found and photographed by W. Stoll",,"Ilmenite, QuartzKaiserer quarry, Rauris, Zell am See District, Salzburg, Austria0,7 mmm Ilmenite Crystal in quartz matrix found in Kaiserer Quarry, Rauris, SAlburg, Austria.© found and photographed by W. Stoll",Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_ilmenite_manifest.csv,complete_core,,640,532,1.203008,0.3405,180592,JPEG,RGB,3dbb8b3129984572b637c32fa99b377aaf16a466422e0a8120191067d862bc0c,3898f0617163f3e4,True,pass,,1,DG-1f6c9a170d0a,1,DG-1f6c9a170d0a,train
VTM-000020,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p051664_048_raw.jpg,ilmenite_mindat_p051664_048_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,51664,https://www.mindat.org/photo-51664.html,https://www.mindat.org/imagecache/d2/82/07030160017362298727882.jpg,"Ilmenite, TitaniteOtanmäki Mine, Otanmäki granite, Kajaani, Kainuu, FinlandDark grey Ilmenite, surrounded by a light red corona of Titanite; embedded in Plagioklase and an Amphibol Group mineral. Typical for the Otanmäki deposit. Found in 1981 on the dump of the Vuorokas mine, some kilometers east of Otanmäki. Spezimen 4 cm wide.© Georg Graf",,,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_ilmenite_manifest.csv,complete_core,,640,472,1.355932,0.3021,98362,JPEG,RGB,3193d9a4c9266060a36f98e9ccfcef466b74172c3307c62162e8d200bd2cc2de,171b97323331250c,True,pass,,1,DG-6bc7ec0a0d3e,1,DG-6bc7ec0a0d3e,train
VTM-000021,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p054047_069_raw.jpg,ilmenite_mindat_p054047_069_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,54047,https://www.mindat.org/photo-54047.html,https://www.mindat.org/imagecache/5d/13/08262310017362298793995.jpg,"IlmeniteThomas Range, Juab County, Utah, USAIlmenite (not analysed; could also be Hematite) on rhyolite matrix.  Photo is 2.5 mm in length.  Specimen and photo: Steve Stuart.© SMS 2006",,"IlmeniteThomas Range, Juab County, Utah, USAIlmenite (not analysed; could also be Hematite) on rhyolite matrix.  Photo is 2.5 mm in length.  Specimen and photo: Steve Stuart.© SMS 2006",Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_ilmenite_manifest.csv,complete_core,,640,480,1.333333,0.3072,54644,JPEG,RGB,035970ee5295e51cb41ab223b22bf8bad001a069cc0fa2479972d631212f5be5,d8d8f8f0f8f9a923,True,pass,,1,DG-02d77b36654c,1,DG-02d77b36654c,test
VTM-000022,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p054998_074_raw.jpg,ilmenite_mindat_p054998_074_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,54998,https://www.mindat.org/photo-54998.html,https://www.mindat.org/imagecache/b8/75/00306590017362298802877.jpg,"IlmeniteMénez Kerest quarry, Lopérec, Châteaulin, Finistère, Brittany, Francewidth : 5mm",photo and collection :P Le Roch© Pierre Le Roch,photo and collection :P Le Roch© Pierre Le Roch,Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_ilmenite_manifest.csv,complete_core,,640,480,1.333333,0.3072,92259,JPEG,RGB,cce5bb862a74b0874ac5537d76d65737ab4a4f23e5a8cd3a5f79925fa1604854,a5f3fb49e10b3327,True,pass,,1,DG-f06e5066d583,1,DG-f06e5066d583,train
VTM-000023,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p055691_188_raw.jpg,ilmenite_mindat_p055691_188_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,55691,https://www.mindat.org/photo-55691.html,https://www.mindat.org/imagecache/19/ed/07300910017368310554023.jpg,"IlmeniteTormiq Valley, Haramosh Mountains, Roundu District, Gilgit-Baltistan, PakistanIlmenite from Tormiq, GilgitLuster and attractive form, this Ilmenite looks much more aesthetic than other specimens of this species. Plus the minor white Albite makes a nice contrast.Size:3 x 2.2 x 2 cm© Fabre Minerals https://www.fabreminerals.com",,"IlmeniteTormiq Valley, Haramosh Mountains, Roundu District, Gilgit-Baltistan, PakistanIlmenite from Tormiq, GilgitLuster and attractive form, this Ilmenite looks much more aesthetic than other specimens of this species. Plus the minor white Albite makes a nice contrast.Size:3 x 2.2 x 2 cm© Fabre Minerals https://www.fabreminerals.com",Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_ilmenite_manifest.csv,complete_core,,640,812,0.788177,0.5197,100920,JPEG,RGB,6d7d362d6dcc8b34723f49694bf582291b34bb4464ee803cd1642918915353b7,10236dc9cc363992,True,pass,,1,DG-57c8be1f1a44,1,DG-57c8be1f1a44,train
VTM-000024,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p061431_263_raw.jpg,ilmenite_mindat_p061431_263_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,61431,https://www.mindat.org/photo-61431.html,https://www.mindat.org/imagecache/66/28/09565920017416477529506.jpg,"IlmeniteAssunção Mine, Aldeia Nova, Ferreira de Aves, Sátão, Viseu, PortugalSample with 11x7x4cm - Self-collected in November of 2003.",Visual identification© Photo & Collection of Martins da Pedra,Visual identification© Photo & Collection of Martins da Pedra,Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_ilmenite_manifest.csv,complete_core,,640,342,1.871345,0.2189,81413,JPEG,RGB,6e43aa536a7cc5c694143983f996f6dfbaf1e61b504c12863e1bc8e171885ddc,27e49436b2b2fc58,True,pass,,1,DG-6871d8b8ef5b,1,DG-6871d8b8ef5b,val
VTM-000025,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p065674_067_raw.jpg,ilmenite_mindat_p065674_067_raw.jpg,ilmenite,target_mineral,0,Mindat,manual_download,65674,https://www.mindat.org/photo-65674.html,https://www.mindat.org/imagecache/5c/cb/01250390017362298791253.jpg,"IlmeniteÅmdal, Åmdalsmoen, Froland, Agder, NorwayThis is a rather large and sharply 3-dimensional crystal of ilmenite, a species rarely seen in dealers stocks. The crystal faces are lustrous, with a deep brown color. Old piece from an old classic locale!   5.7 x 4.7 x 4.5 cm© Rob Lavinsky & irocks.com",,,Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_ilmenite_manifest.csv,complete_core,,640,490,1.306122,0.3136,90399,JPEG,RGB,f27dd4d525616544b666f2deb44769ed83f52781ededd77869401999a1fa4117,1978ecf8f8d4f078,True,pass,,1,DG-834694a900f8,1,DG-834694a900f8,test
