image_id,mindat_photo_id,mineral_label,true_label,predicted_label,confidence,is_correct,error_pair,split_group_id,image_path
VTM-000360,10357,magnetite,target_mineral,ti_bearing_negative,0.930707,false,target_mineral__as__ti_bearing_negative,DG-1c1339c0ecd6,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p010357_1159_raw.jpg
VTM-000370,18253,magnetite,target_mineral,ti_bearing_negative,0.514902,false,target_mineral__as__ti_bearing_negative,DG-0e59f5d8e9e4,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p018253_1311_raw.jpg
VTM-000405,38617,magnetite,target_mineral,ti_bearing_negative,0.705638,false,target_mineral__as__ti_bearing_negative,DG-b0bfb8edf35a,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p038617_494_raw.jpg
VTM-000416,43465,magnetite,target_mineral,ti_bearing_negative,0.773312,false,target_mineral__as__ti_bearing_negative,DG-01b17c267ab6,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p043465_796_raw.jpg
VTM-000519,99033,magnetite,target_mineral,ti_bearing_negative,0.874759,false,target_mineral__as__ti_bearing_negative,DG-7a74423f6148,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p099033_1182_raw.jpg
VTM-000546,1034968,magnetite,target_mineral,ti_bearing_negative,0.980894,false,target_mineral__as__ti_bearing_negative,DG-c7420c1b2740,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1034968_536_raw.jpg
VTM-000604,1116882,magnetite,target_mineral,metallic_hard_negative,0.809008,false,target_mineral__as__metallic_hard_negative,DG-e888896d9b37,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1116882_1257_raw.jpg
VTM-000609,1121617,magnetite,target_mineral,ti_bearing_negative,0.963065,false,target_mineral__as__ti_bearing_negative,DG-a39935564f74,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1121617_453_raw.jpg
VTM-000624,1140939,magnetite,target_mineral,ti_bearing_negative,0.817807,false,target_mineral__as__ti_bearing_negative,DG-3cce33a6ffbb,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1140939_670_raw.jpg
VTM-000659,1175194,magnetite,target_mineral,metallic_hard_negative,0.621955,false,target_mineral__as__metallic_hard_negative,DG-37c895d8c548,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1175194_833_raw.jpg
VTM-000670,1195015,magnetite,target_mineral,ti_bearing_negative,0.999488,false,target_mineral__as__ti_bearing_negative,DG-6357d6bf990d,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1195015_246_raw.jpg
VTM-000689,1212378,magnetite,target_mineral,ti_bearing_negative,0.648652,false,target_mineral__as__ti_bearing_negative,DG-c23942417425,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1212378_903_raw.jpg
VTM-000718,1261750,magnetite,target_mineral,metallic_hard_negative,0.720701,false,target_mineral__as__metallic_hard_negative,DG-6f1fc593083c,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1261750_250_raw.jpg
VTM-000722,1280615,magnetite,target_mineral,ti_bearing_negative,0.944028,false,target_mineral__as__ti_bearing_negative,DG-941068494d83,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1280615_537_raw.jpg
VTM-000735,1301638,magnetite,target_mineral,gangue_negative,0.999774,false,target_mineral__as__gangue_negative,DG-0cfbdf44d8ac,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1301638_552_raw.jpg
VTM-000762,1327215,magnetite,target_mineral,metallic_hard_negative,0.987524,false,target_mineral__as__metallic_hard_negative,DG-b21a383d2487,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1327215_1002_raw.jpg
VTM-000824,1381222,magnetite,target_mineral,metallic_hard_negative,0.755711,false,target_mineral__as__metallic_hard_negative,DG-cae8deaf336a,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1381222_912_raw.jpg
VTM-000857,1418338,magnetite,target_mineral,ti_bearing_negative,0.929333,false,target_mineral__as__ti_bearing_negative,DG-750826b46bc8,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1418338_615_raw.jpg
VTM-000895,148446,magnetite,target_mineral,gangue_negative,0.995848,false,target_mineral__as__gangue_negative,DG-83b7a86707f0,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p148446_1086_raw.jpg
VTM-000902,148883,magnetite,target_mineral,gangue_negative,0.954410,false,target_mineral__as__gangue_negative,DG-67fc394ffd69,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p148883_1314_raw.jpg
VTM-000951,1663506,magnetite,target_mineral,ti_bearing_negative,0.498926,false,target_mineral__as__ti_bearing_negative,DG-2a123dcd3038,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1663506_701_raw.jpg
VTM-000974,180442,magnetite,target_mineral,gangue_negative,0.607039,false,target_mineral__as__gangue_negative,DG-655c77de7774,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p180442_806_raw.jpg
VTM-000986,192721,magnetite,target_mineral,gangue_negative,0.693081,false,target_mineral__as__gangue_negative,DG-1896fc46a326,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p192721_178_raw.jpg
VTM-001001,207155,magnetite,target_mineral,ti_bearing_negative,0.793929,false,target_mineral__as__ti_bearing_negative,DG-27608015d71b,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p207155_157_raw.jpg
VTM-001006,212957,magnetite,target_mineral,ti_bearing_negative,0.673096,false,target_mineral__as__ti_bearing_negative,DG-667908559ec7,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p212957_928_raw.jpg
VTM-001007,213013,magnetite,target_mineral,ti_bearing_negative,0.930205,false,target_mineral__as__ti_bearing_negative,DG-ce6525f8700a,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p213013_400_raw.jpg
VTM-001013,224473,magnetite,target_mineral,ti_bearing_negative,0.531117,false,target_mineral__as__ti_bearing_negative,DG-25c6ebca1f79,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p224473_284_raw.jpg
VTM-001014,225188,magnetite,target_mineral,metallic_hard_negative,0.504155,false,target_mineral__as__metallic_hard_negative,DG-667c44301a4e,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p225188_1279_raw.jpg
VTM-001028,239731,magnetite,target_mineral,gangue_negative,0.658326,false,target_mineral__as__gangue_negative,DG-e783c078edbc,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p239731_738_raw.jpg
VTM-001050,253532,magnetite,target_mineral,gangue_negative,0.632723,false,target_mineral__as__gangue_negative,DG-787ac9c41959,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p253532_181_raw.jpg
VTM-001053,257955,magnetite,target_mineral,ti_bearing_negative,0.443244,false,target_mineral__as__ti_bearing_negative,DG-750f5d0fbed9,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p257955_561_raw.jpg
VTM-001072,275601,magnetite,target_mineral,metallic_hard_negative,0.892966,false,target_mineral__as__metallic_hard_negative,DG-03cebc55504e,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p275601_142_raw.jpg
VTM-001129,330392,magnetite,target_mineral,metallic_hard_negative,0.822471,false,target_mineral__as__metallic_hard_negative,DG-fe2618c191cd,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p330392_544_raw.jpg
VTM-001146,346606,magnetite,target_mineral,ti_bearing_negative,0.553220,false,target_mineral__as__ti_bearing_negative,DG-54169e174bc5,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p346606_704_raw.jpg
VTM-001167,359278,magnetite,target_mineral,ti_bearing_negative,0.672244,false,target_mineral__as__ti_bearing_negative,DG-7f9bd8a744c3,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p359278_1281_raw.jpg
VTM-001183,379407,magnetite,target_mineral,gangue_negative,0.678959,false,target_mineral__as__gangue_negative,DG-5a709c002b49,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p379407_896_raw.jpg
VTM-001282,500244,magnetite,target_mineral,ti_bearing_negative,0.995876,false,target_mineral__as__ti_bearing_negative,DG-12a1b3fc76a3,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p500244_709_raw.jpg
VTM-001288,508452,magnetite,target_mineral,ti_bearing_negative,0.995886,false,target_mineral__as__ti_bearing_negative,DG-337282447e9f,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p508452_455_raw.jpg
VTM-001299,518519,magnetite,target_mineral,metallic_hard_negative,0.768138,false,target_mineral__as__metallic_hard_negative,DG-d8a423cdb82b,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p518519_198_raw.jpg
VTM-001303,521150,magnetite,target_mineral,gangue_negative,0.792360,false,target_mineral__as__gangue_negative,DG-db040277a56e,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p521150_169_raw.jpg
VTM-001449,688265,magnetite,target_mineral,ti_bearing_negative,0.805166,false,target_mineral__as__ti_bearing_negative,DG-03af000b3c50,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p688265_1266_raw.jpg
VTM-001559,831080,magnetite,target_mineral,ti_bearing_negative,0.580714,false,target_mineral__as__ti_bearing_negative,DG-1f85d7d4b5c3,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p831080_214_raw.jpg
VTM-001568,838439,magnetite,target_mineral,ti_bearing_negative,0.974943,false,target_mineral__as__ti_bearing_negative,DG-725b96f47bf5,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p838439_1267_raw.jpg
VTM-001574,854311,magnetite,target_mineral,ti_bearing_negative,0.999528,false,target_mineral__as__ti_bearing_negative,DG-ae33164e67e6,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p854311_792_raw.jpg
VTM-001622,886113,magnetite,target_mineral,ti_bearing_negative,0.989081,false,target_mineral__as__ti_bearing_negative,DG-1982c4714901,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p886113_644_raw.jpg
VTM-001664,962673,magnetite,target_mineral,ti_bearing_negative,0.638770,false,target_mineral__as__ti_bearing_negative,DG-4742712dff64,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p962673_535_raw.jpg
VTM-001668,966906,magnetite,target_mineral,ti_bearing_negative,0.981629,false,target_mineral__as__ti_bearing_negative,DG-391ca5b60e2e,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p966906_538_raw.jpg
VTM-001787,75725,calcite,gangue_negative,ti_bearing_negative,0.906322,false,gangue_negative__as__ti_bearing_negative,DG-541b1ebaceba,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p075725_page1_074_raw.jpg
VTM-001846,121436,calcite,gangue_negative,metallic_hard_negative,0.578449,false,gangue_negative__as__metallic_hard_negative,DG-a311c92bfb72,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p121436_page8_009_raw.jpg
VTM-001974,469271,calcite,gangue_negative,metallic_hard_negative,0.868764,false,gangue_negative__as__metallic_hard_negative,DG-d6bad3d84d2f,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p469271_page6_024_raw.jpg
VTM-001980,476254,calcite,gangue_negative,metallic_hard_negative,0.503586,false,gangue_negative__as__metallic_hard_negative,DG-3ec6a9b89a8c,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p476254_page6_056_raw.jpg
VTM-002035,703994,calcite,gangue_negative,ti_bearing_negative,0.781228,false,gangue_negative__as__ti_bearing_negative,DG-f9a86f4992d5,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p703994_page6_053_raw.jpg
VTM-002054,29165,feldspar,gangue_negative,metallic_hard_negative,0.962135,false,gangue_negative__as__metallic_hard_negative,DG-a16d935f0838,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p029165_page1_010_raw.jpg
VTM-002089,81558,feldspar,gangue_negative,ti_bearing_negative,0.575840,false,gangue_negative__as__ti_bearing_negative,DG-f7672d1516db,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p081558_page1_045_raw.jpg
VTM-002129,141269,feldspar,gangue_negative,ti_bearing_negative,0.509517,false,gangue_negative__as__ti_bearing_negative,DG-11a86fa5f961,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p141269_page5_008_raw.jpg
VTM-002163,1655109,feldspar,gangue_negative,ti_bearing_negative,0.728852,false,gangue_negative__as__ti_bearing_negative,DG-22344461dbb5,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p1655109_page4_035_raw.jpg
VTM-002234,318543,feldspar,gangue_negative,ti_bearing_negative,0.563256,false,gangue_negative__as__ti_bearing_negative,DG-18de40885822,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p318543_page6_005_raw.jpg
VTM-002245,348846,feldspar,gangue_negative,metallic_hard_negative,0.947317,false,gangue_negative__as__metallic_hard_negative,DG-2bc20953fe0d,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p348846_page6_039_raw.jpg
VTM-002260,426230,feldspar,gangue_negative,metallic_hard_negative,0.432418,false,gangue_negative__as__metallic_hard_negative,DG-a7bb54b8313d,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p426230_page6_047_raw.jpg
VTM-002421,63371,fluorapatite,gangue_negative,metallic_hard_negative,0.907477,false,gangue_negative__as__metallic_hard_negative,DG-aa28c31bc8ed,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p063371_page1_059_raw.jpg
VTM-002447,90471,fluorapatite,gangue_negative,ti_bearing_negative,0.873525,false,gangue_negative__as__ti_bearing_negative,DG-e855736873f5,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p090471_page1_036_raw.jpg
VTM-002462,1045454,fluorapatite,gangue_negative,ti_bearing_negative,0.868498,false,gangue_negative__as__ti_bearing_negative,DG-fb5161dae3f2,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p1045454_page3_067_raw.jpg
VTM-002471,110961,fluorapatite,gangue_negative,ti_bearing_negative,0.957708,false,gangue_negative__as__ti_bearing_negative,DG-11b8d5d9b267,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p110961_page4_045_raw.jpg
VTM-002472,1115052,fluorapatite,gangue_negative,ti_bearing_negative,0.546553,false,gangue_negative__as__ti_bearing_negative,DG-92beb82958cd,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p1115052_page7_008_raw.jpg
VTM-002541,1322839,fluorapatite,gangue_negative,target_mineral,0.749493,false,gangue_negative__as__target_mineral,DG-55ebe2b18708,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p1322839_page4_003_raw.jpg
VTM-002616,177182,fluorapatite,gangue_negative,ti_bearing_negative,0.441279,false,gangue_negative__as__ti_bearing_negative,DG-6874f6c0eb2c,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p177182_page9_073_raw.jpg
VTM-002618,180228,fluorapatite,gangue_negative,ti_bearing_negative,0.685113,false,gangue_negative__as__ti_bearing_negative,DG-ec28e0fd9de0,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p180228_page4_027_raw.jpg
VTM-002619,181682,fluorapatite,gangue_negative,metallic_hard_negative,0.895175,false,gangue_negative__as__metallic_hard_negative,DG-5f83fae5d38b,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p181682_page8_056_raw.jpg
VTM-002658,264132,fluorapatite,gangue_negative,target_mineral,0.570654,false,gangue_negative__as__target_mineral,DG-5b3b867ba618,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p264132_page8_055_raw.jpg
VTM-002720,377895,fluorapatite,gangue_negative,metallic_hard_negative,0.646651,false,gangue_negative__as__metallic_hard_negative,DG-67d2564f4c10,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p377895_page3_011_raw.jpg
VTM-002856,723169,fluorapatite,gangue_negative,ti_bearing_negative,0.659059,false,gangue_negative__as__ti_bearing_negative,DG-6e6a8bc957ab,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p723169_page2_061_raw.jpg
VTM-002864,755623,fluorapatite,gangue_negative,metallic_hard_negative,0.924891,false,gangue_negative__as__metallic_hard_negative,DG-4cc9d3a3d398,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p755623_page3_033_raw.jpg
VTM-002872,817712,fluorapatite,gangue_negative,metallic_hard_negative,0.791481,false,gangue_negative__as__metallic_hard_negative,DG-832ca50bcada,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p817712_page8_021_raw.jpg
VTM-002875,856117,fluorapatite,gangue_negative,target_mineral,0.988898,false,gangue_negative__as__target_mineral,DG-60c93a68d392,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p856117_page3_046_raw.jpg
VTM-002955,74542,pyroxene,gangue_negative,ti_bearing_negative,0.979733,false,gangue_negative__as__ti_bearing_negative,DG-a1f1bb2780b1,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p074542_page1_022_raw.jpg
VTM-002997,115218,pyroxene,gangue_negative,ti_bearing_negative,0.992422,false,gangue_negative__as__ti_bearing_negative,DG-427de1fe7f59,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p115218_page1_073_raw.jpg
VTM-003008,1196515,pyroxene,gangue_negative,target_mineral,0.787023,false,gangue_negative__as__target_mineral,DG-1dac09c0013f,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p1196515_page4_005_raw.jpg
VTM-003024,132530,pyroxene,gangue_negative,ti_bearing_negative,0.867289,false,gangue_negative__as__ti_bearing_negative,DG-8b5434f20880,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p132530_page6_015_raw.jpg
VTM-003043,142803,pyroxene,gangue_negative,ti_bearing_negative,0.976713,false,gangue_negative__as__ti_bearing_negative,DG-052b0d3da9ed,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p142803_page1_003_raw.jpg
VTM-003059,1570280,pyroxene,gangue_negative,ti_bearing_negative,0.956043,false,gangue_negative__as__ti_bearing_negative,DG-9cda6d2dd186,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p1570280_page6_050_raw.jpg
VTM-003066,157948,pyroxene,gangue_negative,ti_bearing_negative,0.942804,false,gangue_negative__as__ti_bearing_negative,DG-98a82ca8d635,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p157948_page1_071_raw.jpg
VTM-003087,1684254,pyroxene,gangue_negative,target_mineral,0.998519,false,gangue_negative__as__target_mineral,DG-49e323b10706,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p1684254_page11_001_raw.jpg
VTM-003116,200326,pyroxene,gangue_negative,ti_bearing_negative,0.721412,false,gangue_negative__as__ti_bearing_negative,DG-8ad445e3a7db,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p200326_page8_016_raw.jpg
VTM-003140,238109,pyroxene,gangue_negative,metallic_hard_negative,0.999709,false,gangue_negative__as__metallic_hard_negative,DG-5e075b369ca7,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p238109_page1_066_raw.jpg
VTM-003148,252169,pyroxene,gangue_negative,ti_bearing_negative,0.674258,false,gangue_negative__as__ti_bearing_negative,DG-1ea8b182bbc8,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p252169_page1_032_raw.jpg
VTM-003232,480826,pyroxene,gangue_negative,metallic_hard_negative,0.691066,false,gangue_negative__as__metallic_hard_negative,DG-875dddd71e99,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p480826_page5_017_raw.jpg
