image_id,relative_path,mineral_label,four_class_label,four_class_id,mindat_photo_id,split_group_id,split,experiment_subset
VTM-000055,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1116495_343_raw.jpg,ilmenite,target_mineral,0,1116495,DG-3cad097ede55,train,expert_fit
VTM-000056,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p112789_044_raw.jpg,ilmenite,target_mineral,0,112789,DG-9bdcc1194231,train,expert_fit
VTM-000058,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1141176_015_raw.jpg,ilmenite,target_mineral,0,1141176,DG-5e73760da06b,train,expert_fit
VTM-000060,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1149599_002_raw.jpg,ilmenite,target_mineral,0,1149599,DG-9b262ffa3aac,train,expert_fit
VTM-000061,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1152328_146_raw.jpg,ilmenite,target_mineral,0,1152328,DG-42b3197b773f,train,expert_fit
VTM-000063,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1159316_232_raw.jpg,ilmenite,target_mineral,0,1159316,DG-a13316fbba17,train,expert_fit
VTM-000064,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p119088_064_raw.jpg,ilmenite,target_mineral,0,119088,DG-cbbeb875d4d7,train,expert_fit
VTM-000066,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p119522_279_raw.jpg,ilmenite,target_mineral,0,119522,DG-adaa70b8da44,train,expert_fit
VTM-000067,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p119531_267_raw.jpg,ilmenite,target_mineral,0,119531,DG-5e3c1a734ecf,train,expert_fit
VTM-000069,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1205969_245_raw.jpg,ilmenite,target_mineral,0,1205969,DG-acd49a666aae,train,expert_fit
VTM-000071,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1228510_255_raw.jpg,ilmenite,target_mineral,0,1228510,DG-43ff4b7e71d7,train,expert_fit
VTM-000073,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1270142_179_raw.jpg,ilmenite,target_mineral,0,1270142,DG-84bf0036b89d,val,expert_stop
VTM-000074,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1286577_297_raw.jpg,ilmenite,target_mineral,0,1286577,DG-05c8d12a3443,train,expert_fit
VTM-000075,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1289101_307_raw.jpg,ilmenite,target_mineral,0,1289101,DG-065ff316e883,train,expert_fit
VTM-000078,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1298636_159_raw.jpg,ilmenite,target_mineral,0,1298636,DG-6cfccac709da,train,expert_fit
VTM-000080,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1298638_168_raw.jpg,ilmenite,target_mineral,0,1298638,DG-7e62cc22da7f,train,expert_fit
VTM-000082,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1298642_163_raw.jpg,ilmenite,target_mineral,0,1298642,DG-de208172c6cc,train,expert_fit
VTM-000083,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1298645_176_raw.jpg,ilmenite,target_mineral,0,1298645,DG-e67e7310d83e,train,expert_fit
VTM-000085,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1298649_160_raw.jpg,ilmenite,target_mineral,0,1298649,DG-7abf9c44f08e,val,expert_stop
VTM-000087,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p129865_017_raw.jpg,ilmenite,target_mineral,0,129865,DG-9eeca622f783,train,expert_fit
VTM-000089,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1298698_172_raw.jpg,ilmenite,target_mineral,0,1298698,DG-cb1397a58072,train,expert_fit
VTM-000091,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1298715_178_raw.jpg,ilmenite,target_mineral,0,1298715,DG-7fc56bd7b2ef,train,expert_fit
VTM-000092,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1298716_167_raw.jpg,ilmenite,target_mineral,0,1298716,DG-be802058248e,train,expert_fit
VTM-000093,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p130335_045_raw.jpg,ilmenite,target_mineral,0,130335,DG-6fac7c12364b,train,expert_fit
VTM-000095,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p130337_087_raw.jpg,ilmenite,target_mineral,0,130337,DG-96eee34c08c3,val,expert_stop
VTM-000096,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1307692_253_raw.jpg,ilmenite,target_mineral,0,1307692,DG-7201fdbc3683,train,expert_fit
VTM-000097,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1311296_341_raw.jpg,ilmenite,target_mineral,0,1311296,DG-52dbc2d87ae6,train,expert_fit
VTM-000101,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1335723_333_raw.jpg,ilmenite,target_mineral,0,1335723,DG-3819820fd404,val,expert_stop
VTM-000107,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1343492_101_raw.jpg,ilmenite,target_mineral,0,1343492,DG-2643e93c71a5,train,expert_fit
VTM-000109,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1346184_169_raw.jpg,ilmenite,target_mineral,0,1346184,DG-45cfbbb23bdc,train,expert_fit
VTM-000110,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1371272_158_raw.jpg,ilmenite,target_mineral,0,1371272,DG-0021ee407da2,train,expert_fit
VTM-000111,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1371565_336_raw.jpg,ilmenite,target_mineral,0,1371565,DG-1b680e3165a6,train,expert_fit
VTM-000112,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1373672_330_raw.jpg,ilmenite,target_mineral,0,1373672,DG-933cd53e8de7,train,expert_fit
VTM-000113,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1373673_329_raw.jpg,ilmenite,target_mineral,0,1373673,DG-e8234023ec6d,val,expert_stop
VTM-000114,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1379001_021_raw.jpg,ilmenite,target_mineral,0,1379001,DG-fc3a66d13a58,val,expert_stop
VTM-000116,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1388824_181_raw.jpg,ilmenite,target_mineral,0,1388824,DG-ba14978c38b0,train,expert_fit
VTM-000117,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1412054_106_raw.jpg,ilmenite,target_mineral,0,1412054,DG-413bf8b882be,train,expert_fit
VTM-000119,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1412207_092_raw.jpg,ilmenite,target_mineral,0,1412207,DG-fb23410b9ff9,train,expert_fit
VTM-000120,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p144995_127_raw.jpg,ilmenite,target_mineral,0,144995,DG-3e885422ff43,train,expert_fit
VTM-000123,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1469044_346_raw.jpg,ilmenite,target_mineral,0,1469044,DG-f7048b8cdbe5,train,expert_fit
VTM-000126,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p155036_312_raw.jpg,ilmenite,target_mineral,0,155036,DG-c9aba633a410,train,expert_fit
VTM-000129,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1573748_107_raw.jpg,ilmenite,target_mineral,0,1573748,DG-70edfcef8486,val,expert_stop
VTM-000130,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p157697_349_raw.jpg,ilmenite,target_mineral,0,157697,DG-c93fa69bd002,train,expert_fit
VTM-000131,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p163176_089_raw.jpg,ilmenite,target_mineral,0,163176,DG-c23afe0b7ee3,train,expert_fit
VTM-000134,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1654020_345_raw.jpg,ilmenite,target_mineral,0,1654020,DG-93503f79d4d9,val,expert_stop
VTM-000135,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p166360_271_raw.jpg,ilmenite,target_mineral,0,166360,DG-d7c826c0b971,train,expert_fit
VTM-000136,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1665120_108_raw.jpg,ilmenite,target_mineral,0,1665120,DG-7d68bf215ad3,train,expert_fit
VTM-000138,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p168119_275_raw.jpg,ilmenite,target_mineral,0,168119,DG-6cfde0785f0c,val,expert_stop
VTM-000139,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1701918_110_raw.jpg,ilmenite,target_mineral,0,1701918,DG-12575b2ba68a,train,expert_fit
VTM-000142,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p173091_315_raw.jpg,ilmenite,target_mineral,0,173091,DG-6f8fb1c77e4c,val,expert_stop
VTM-000143,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p173093_058_raw.jpg,ilmenite,target_mineral,0,173093,DG-9af7bd61913c,train,expert_fit
VTM-000146,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p173666_014_raw.jpg,ilmenite,target_mineral,0,173666,DG-6ea19c736013,train,expert_fit
VTM-000149,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p185318_277_raw.jpg,ilmenite,target_mineral,0,185318,DG-4a5c55941f28,train,expert_fit
VTM-000152,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p188330_190_raw.jpg,ilmenite,target_mineral,0,188330,DG-03a3f84a104f,val,expert_stop
VTM-000153,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p188806_054_raw.jpg,ilmenite,target_mineral,0,188806,DG-44fdd9e1e28e,train,expert_fit
VTM-000156,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p190044_281_raw.jpg,ilmenite,target_mineral,0,190044,DG-b07c5902c813,train,expert_fit
VTM-000157,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p190143_270_raw.jpg,ilmenite,target_mineral,0,190143,DG-91303cef6949,train,expert_fit
VTM-000159,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p191761_288_raw.jpg,ilmenite,target_mineral,0,191761,DG-0710f7fdded7,train,expert_fit
VTM-000160,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p200491_193_raw.jpg,ilmenite,target_mineral,0,200491,DG-59d8b07cf8d3,train,expert_fit
VTM-000161,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p200895_289_raw.jpg,ilmenite,target_mineral,0,200895,DG-6129cc4983de,train,expert_fit
VTM-000163,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p204691_314_raw.jpg,ilmenite,target_mineral,0,204691,DG-429ac430ac4d,train,expert_fit
VTM-000164,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p207537_192_raw.jpg,ilmenite,target_mineral,0,207537,DG-188a4021410f,train,expert_fit
VTM-000165,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p217187_094_raw.jpg,ilmenite,target_mineral,0,217187,DG-75d2ba28f5d4,train,expert_fit
VTM-000167,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p225440_008_raw.jpg,ilmenite,target_mineral,0,225440,DG-063b1b3fcaa7,train,expert_fit
VTM-000169,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p227275_043_raw.jpg,ilmenite,target_mineral,0,227275,DG-882efade704c,val,expert_stop
VTM-000171,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p244426_090_raw.jpg,ilmenite,target_mineral,0,244426,DG-53fc877654ca,train,expert_fit
VTM-000172,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p244894_196_raw.jpg,ilmenite,target_mineral,0,244894,DG-333e6b3c7da9,train,expert_fit
VTM-000176,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p282593_027_raw.jpg,ilmenite,target_mineral,0,282593,DG-b3499d2a428c,train,expert_fit
VTM-000179,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p283003_350_raw.jpg,ilmenite,target_mineral,0,283003,DG-568d20da8f76,train,expert_fit
VTM-000180,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p285547_129_raw.jpg,ilmenite,target_mineral,0,285547,DG-697e51ad4956,val,expert_stop
VTM-000182,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p298835_201_raw.jpg,ilmenite,target_mineral,0,298835,DG-1336fe4a4d32,train,expert_fit
VTM-000183,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p298836_212_raw.jpg,ilmenite,target_mineral,0,298836,DG-ebc8a7e5c710,train,expert_fit
VTM-000184,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p298837_205_raw.jpg,ilmenite,target_mineral,0,298837,DG-696fc150c9b0,train,expert_fit
VTM-000187,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p299272_199_raw.jpg,ilmenite,target_mineral,0,299272,DG-366b48f151c2,train,expert_fit
VTM-000188,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p313892_210_raw.jpg,ilmenite,target_mineral,0,313892,DG-71f6613e2b17,train,expert_fit
VTM-000189,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p313893_228_raw.jpg,ilmenite,target_mineral,0,313893,DG-0ae807fbb06c,train,expert_fit
VTM-000192,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p318009_208_raw.jpg,ilmenite,target_mineral,0,318009,DG-367f67f123bc,val,expert_stop
VTM-000196,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p326801_059_raw.jpg,ilmenite,target_mineral,0,326801,DG-7327ff5c7b8d,train,expert_fit
VTM-000199,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p337890_019_raw.jpg,ilmenite,target_mineral,0,337890,DG-c725c58e3f4e,train,expert_fit
VTM-000200,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p338188_137_raw.jpg,ilmenite,target_mineral,0,338188,DG-f7bf5dd6b7ac,train,expert_fit
VTM-000201,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p340659_203_raw.jpg,ilmenite,target_mineral,0,340659,DG-aa0fa95971fe,train,expert_fit
VTM-000202,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p340712_318_raw.jpg,ilmenite,target_mineral,0,340712,DG-cb8736d521be,train,expert_fit
VTM-000203,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p340713_325_raw.jpg,ilmenite,target_mineral,0,340713,DG-c9a72486b1ef,train,expert_fit
VTM-000204,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p340714_324_raw.jpg,ilmenite,target_mineral,0,340714,DG-7d9cd3ff4e34,train,expert_fit
VTM-000205,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p348779_077_raw.jpg,ilmenite,target_mineral,0,348779,DG-f238da749e97,val,expert_stop
VTM-000206,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p360348_214_raw.jpg,ilmenite,target_mineral,0,360348,DG-eb1d50649b6e,train,expert_fit
VTM-000209,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p368289_035_raw.jpg,ilmenite,target_mineral,0,368289,DG-a2bc6dce5c87,train,expert_fit
VTM-000210,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p368290_068_raw.jpg,ilmenite,target_mineral,0,368290,DG-3d63ccadf9a9,train,expert_fit
VTM-000212,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p384798_211_raw.jpg,ilmenite,target_mineral,0,384798,DG-a9d34317443f,train,expert_fit
VTM-000214,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p384800_233_raw.jpg,ilmenite,target_mineral,0,384800,DG-e243cfd0a50c,train,expert_fit
VTM-000215,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p389147_213_raw.jpg,ilmenite,target_mineral,0,389147,DG-ae6566d890f4,train,expert_fit
VTM-000216,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p405338_135_raw.jpg,ilmenite,target_mineral,0,405338,DG-89f8774a7c9a,val,expert_stop
VTM-000217,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p411733_139_raw.jpg,ilmenite,target_mineral,0,411733,DG-aaf59fa905f6,train,expert_fit
VTM-000218,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p414756_152_raw.jpg,ilmenite,target_mineral,0,414756,DG-41e90832367c,train,expert_fit
VTM-000221,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p429245_249_raw.jpg,ilmenite,target_mineral,0,429245,DG-a4bd6daf961b,train,expert_fit
VTM-000223,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p440669_221_raw.jpg,ilmenite,target_mineral,0,440669,DG-b169140ce291,train,expert_fit
VTM-000224,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p440672_256_raw.jpg,ilmenite,target_mineral,0,440672,DG-c28cd4195bb9,val,expert_stop
VTM-000225,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p443655_235_raw.jpg,ilmenite,target_mineral,0,443655,DG-2d76882980c9,train,expert_fit
VTM-000226,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p444061_029_raw.jpg,ilmenite,target_mineral,0,444061,DG-f38e353637cc,train,expert_fit
VTM-000228,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p453515_136_raw.jpg,ilmenite,target_mineral,0,453515,DG-a75d88a1a508,train,expert_fit
VTM-000229,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p457391_296_raw.jpg,ilmenite,target_mineral,0,457391,DG-e706154f9e0f,train,expert_fit
VTM-000231,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p474177_078_raw.jpg,ilmenite,target_mineral,0,474177,DG-fdf9ad8ee57f,train,expert_fit
VTM-000232,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p474178_080_raw.jpg,ilmenite,target_mineral,0,474178,DG-15267d05dc6e,train,expert_fit
VTM-000233,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p502906_283_raw.jpg,ilmenite,target_mineral,0,502906,DG-32c842af1cd2,val,expert_stop
VTM-000234,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p506982_331_raw.jpg,ilmenite,target_mineral,0,506982,DG-adee160c2dad,train,expert_fit
VTM-000236,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p511310_303_raw.jpg,ilmenite,target_mineral,0,511310,DG-b4b2034de1fa,train,expert_fit
VTM-000242,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p529147_148_raw.jpg,ilmenite,target_mineral,0,529147,DG-4a27f89e504e,train,expert_fit
VTM-000243,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p537437_317_raw.jpg,ilmenite,target_mineral,0,537437,DG-c791ad823e9c,train,expert_fit
VTM-000244,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p552069_154_raw.jpg,ilmenite,target_mineral,0,552069,DG-ba95ac85aaaa,val,expert_stop
VTM-000247,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p578963_225_raw.jpg,ilmenite,target_mineral,0,578963,DG-1d85bd9b85f1,train,expert_fit
VTM-000248,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p578967_229_raw.jpg,ilmenite,target_mineral,0,578967,DG-91ad4e26f829,train,expert_fit
VTM-000249,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p593120_001_raw.jpg,ilmenite,target_mineral,0,593120,DG-b2860bfb1647,train,expert_fit
VTM-000251,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p612262_145_raw.jpg,ilmenite,target_mineral,0,612262,DG-1c52bd720944,train,expert_fit
VTM-000252,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p616120_246_raw.jpg,ilmenite,target_mineral,0,616120,DG-ed7133e0dd49,train,expert_fit
VTM-000254,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p631689_161_raw.jpg,ilmenite,target_mineral,0,631689,DG-84d3b541b6a9,train,expert_fit
VTM-000258,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p653556_258_raw.jpg,ilmenite,target_mineral,0,653556,DG-795a8bc1fa12,val,expert_stop
VTM-000259,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p653557_248_raw.jpg,ilmenite,target_mineral,0,653557,DG-348f786c580d,train,expert_fit
VTM-000260,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p657012_302_raw.jpg,ilmenite,target_mineral,0,657012,DG-47fb07b24b4b,train,expert_fit
VTM-000261,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p657303_236_raw.jpg,ilmenite,target_mineral,0,657303,DG-e311be893061,val,expert_stop
VTM-000263,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p666067_184_raw.jpg,ilmenite,target_mineral,0,666067,DG-de4a2f879beb,train,expert_fit
VTM-000265,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p672263_222_raw.jpg,ilmenite,target_mineral,0,672263,DG-d503d286be4e,train,expert_fit
VTM-000266,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p672264_247_raw.jpg,ilmenite,target_mineral,0,672264,DG-6c6e0f3a903d,train,expert_fit
VTM-000267,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p674016_244_raw.jpg,ilmenite,target_mineral,0,674016,DG-7beb9122cff9,train,expert_fit
VTM-000268,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p676752_034_raw.jpg,ilmenite,target_mineral,0,676752,DG-ffc518265518,val,expert_stop
