image_id,mindat_photo_id,mineral_label,true_label,predicted_label,confidence,is_correct,error_pair,split_group_id,image_path
VTM-000269,676754,ilmenite,target_mineral,ti_bearing_negative,0.743871,false,target_mineral__as__ti_bearing_negative,DG-22f5c2a57f9b,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p676754_009_raw.jpg
VTM-000271,679670,ilmenite,target_mineral,gangue_negative,0.473180,false,target_mineral__as__gangue_negative,DG-2ad0853858a5,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p679670_151_raw.jpg
VTM-000279,704115,ilmenite,target_mineral,gangue_negative,0.674905,false,target_mineral__as__gangue_negative,DG-393984939add,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p704115_251_raw.jpg
VTM-000286,737109,ilmenite,target_mineral,ti_bearing_negative,0.609874,false,target_mineral__as__ti_bearing_negative,DG-a9e66e544943,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p737109_284_raw.jpg
VTM-000295,772238,ilmenite,target_mineral,ti_bearing_negative,0.574760,false,target_mineral__as__ti_bearing_negative,DG-022950aec806,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p772238_252_raw.jpg
VTM-000318,873189,ilmenite,target_mineral,ti_bearing_negative,0.843721,false,target_mineral__as__ti_bearing_negative,DG-1963609157d8,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p873189_182_raw.jpg
VTM-000324,908308,ilmenite,target_mineral,ti_bearing_negative,0.795698,false,target_mineral__as__ti_bearing_negative,DG-5b572bca6c6d,数据集\mindat_manual_positive_v1\raw_positive\ilmenite_ti_mineral\ilmenite_mindat_p908308_338_raw.jpg
VTM-000338,1440,magnetite,target_mineral,ti_bearing_negative,0.949188,false,target_mineral__as__ti_bearing_negative,DG-4d18b403f26f,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p001440_1329_raw.jpg
VTM-000344,2875,magnetite,target_mineral,gangue_negative,0.759873,false,target_mineral__as__gangue_negative,DG-2f8cebc5b197,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p002875_1315_raw.jpg
VTM-000351,4524,magnetite,target_mineral,metallic_hard_negative,0.472636,false,target_mineral__as__metallic_hard_negative,DG-a48fa79cf69f,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p004524_1328_raw.jpg
VTM-000352,4545,magnetite,target_mineral,metallic_hard_negative,0.408830,false,target_mineral__as__metallic_hard_negative,DG-1782d4b3d09c,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p004545_541_raw.jpg
VTM-000359,10266,magnetite,target_mineral,ti_bearing_negative,0.666679,false,target_mineral__as__ti_bearing_negative,DG-30c34c3d847b,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p010266_360_raw.jpg
VTM-000360,10357,magnetite,target_mineral,ti_bearing_negative,0.815024,false,target_mineral__as__ti_bearing_negative,DG-1c1339c0ecd6,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p010357_1159_raw.jpg
VTM-000370,18253,magnetite,target_mineral,gangue_negative,0.609560,false,target_mineral__as__gangue_negative,DG-0e59f5d8e9e4,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p018253_1311_raw.jpg
VTM-000393,32845,magnetite,target_mineral,metallic_hard_negative,0.535516,false,target_mineral__as__metallic_hard_negative,DG-3f40939f066b,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p032845_474_raw.jpg
VTM-000405,38617,magnetite,target_mineral,ti_bearing_negative,0.865645,false,target_mineral__as__ti_bearing_negative,DG-b0bfb8edf35a,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p038617_494_raw.jpg
VTM-000416,43465,magnetite,target_mineral,ti_bearing_negative,0.616013,false,target_mineral__as__ti_bearing_negative,DG-01b17c267ab6,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p043465_796_raw.jpg
VTM-000519,99033,magnetite,target_mineral,ti_bearing_negative,0.898910,false,target_mineral__as__ti_bearing_negative,DG-7a74423f6148,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p099033_1182_raw.jpg
VTM-000520,99034,magnetite,target_mineral,ti_bearing_negative,0.635716,false,target_mineral__as__ti_bearing_negative,DG-0cd6b458a201,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p099034_1186_raw.jpg
VTM-000546,1034968,magnetite,target_mineral,ti_bearing_negative,0.925262,false,target_mineral__as__ti_bearing_negative,DG-c7420c1b2740,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1034968_536_raw.jpg
VTM-000609,1121617,magnetite,target_mineral,ti_bearing_negative,0.475810,false,target_mineral__as__ti_bearing_negative,DG-a39935564f74,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1121617_453_raw.jpg
VTM-000659,1175194,magnetite,target_mineral,metallic_hard_negative,0.637461,false,target_mineral__as__metallic_hard_negative,DG-37c895d8c548,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1175194_833_raw.jpg
VTM-000662,1184884,magnetite,target_mineral,ti_bearing_negative,0.440328,false,target_mineral__as__ti_bearing_negative,DG-2a0fe031cac1,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1184884_682_raw.jpg
VTM-000670,1195015,magnetite,target_mineral,ti_bearing_negative,0.950517,false,target_mineral__as__ti_bearing_negative,DG-6357d6bf990d,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1195015_246_raw.jpg
VTM-000722,1280615,magnetite,target_mineral,ti_bearing_negative,0.913446,false,target_mineral__as__ti_bearing_negative,DG-941068494d83,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1280615_537_raw.jpg
VTM-000735,1301638,magnetite,target_mineral,gangue_negative,0.915852,false,target_mineral__as__gangue_negative,DG-0cfbdf44d8ac,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1301638_552_raw.jpg
VTM-000762,1327215,magnetite,target_mineral,metallic_hard_negative,0.550445,false,target_mineral__as__metallic_hard_negative,DG-b21a383d2487,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1327215_1002_raw.jpg
VTM-000802,1366668,magnetite,target_mineral,ti_bearing_negative,0.449469,false,target_mineral__as__ti_bearing_negative,DG-bd6d5b0fc43d,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1366668_1228_raw.jpg
VTM-000824,1381222,magnetite,target_mineral,metallic_hard_negative,0.713439,false,target_mineral__as__metallic_hard_negative,DG-cae8deaf336a,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1381222_912_raw.jpg
VTM-000830,1385496,magnetite,target_mineral,metallic_hard_negative,0.529096,false,target_mineral__as__metallic_hard_negative,DG-d9138bce157b,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1385496_1143_raw.jpg
VTM-000889,1470325,magnetite,target_mineral,ti_bearing_negative,0.519818,false,target_mineral__as__ti_bearing_negative,DG-9ec84b1c3b1f,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1470325_508_raw.jpg
VTM-000895,148446,magnetite,target_mineral,gangue_negative,0.897863,false,target_mineral__as__gangue_negative,DG-83b7a86707f0,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p148446_1086_raw.jpg
VTM-000951,1663506,magnetite,target_mineral,ti_bearing_negative,0.501675,false,target_mineral__as__ti_bearing_negative,DG-2a123dcd3038,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p1663506_701_raw.jpg
VTM-000974,180442,magnetite,target_mineral,gangue_negative,0.761279,false,target_mineral__as__gangue_negative,DG-655c77de7774,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p180442_806_raw.jpg
VTM-000986,192721,magnetite,target_mineral,gangue_negative,0.611356,false,target_mineral__as__gangue_negative,DG-1896fc46a326,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p192721_178_raw.jpg
VTM-001001,207155,magnetite,target_mineral,ti_bearing_negative,0.513332,false,target_mineral__as__ti_bearing_negative,DG-27608015d71b,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p207155_157_raw.jpg
VTM-001006,212957,magnetite,target_mineral,ti_bearing_negative,0.755779,false,target_mineral__as__ti_bearing_negative,DG-667908559ec7,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p212957_928_raw.jpg
VTM-001007,213013,magnetite,target_mineral,ti_bearing_negative,0.702257,false,target_mineral__as__ti_bearing_negative,DG-ce6525f8700a,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p213013_400_raw.jpg
VTM-001013,224473,magnetite,target_mineral,ti_bearing_negative,0.558692,false,target_mineral__as__ti_bearing_negative,DG-25c6ebca1f79,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p224473_284_raw.jpg
VTM-001014,225188,magnetite,target_mineral,metallic_hard_negative,0.569686,false,target_mineral__as__metallic_hard_negative,DG-667c44301a4e,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p225188_1279_raw.jpg
VTM-001050,253532,magnetite,target_mineral,gangue_negative,0.453905,false,target_mineral__as__gangue_negative,DG-787ac9c41959,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p253532_181_raw.jpg
VTM-001146,346606,magnetite,target_mineral,ti_bearing_negative,0.767442,false,target_mineral__as__ti_bearing_negative,DG-54169e174bc5,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p346606_704_raw.jpg
VTM-001167,359278,magnetite,target_mineral,ti_bearing_negative,0.789974,false,target_mineral__as__ti_bearing_negative,DG-7f9bd8a744c3,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p359278_1281_raw.jpg
VTM-001179,376265,magnetite,target_mineral,ti_bearing_negative,0.500015,false,target_mineral__as__ti_bearing_negative,DG-ab4dfa03f97a,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p376265_1282_raw.jpg
VTM-001183,379407,magnetite,target_mineral,gangue_negative,0.416238,false,target_mineral__as__gangue_negative,DG-5a709c002b49,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p379407_896_raw.jpg
VTM-001227,424966,magnetite,target_mineral,ti_bearing_negative,0.492999,false,target_mineral__as__ti_bearing_negative,DG-edcbd7866319,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p424966_1241_raw.jpg
VTM-001282,500244,magnetite,target_mineral,ti_bearing_negative,0.924681,false,target_mineral__as__ti_bearing_negative,DG-12a1b3fc76a3,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p500244_709_raw.jpg
VTM-001288,508452,magnetite,target_mineral,ti_bearing_negative,0.855682,false,target_mineral__as__ti_bearing_negative,DG-337282447e9f,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p508452_455_raw.jpg
VTM-001299,518519,magnetite,target_mineral,metallic_hard_negative,0.619742,false,target_mineral__as__metallic_hard_negative,DG-d8a423cdb82b,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p518519_198_raw.jpg
VTM-001303,521150,magnetite,target_mineral,gangue_negative,0.544446,false,target_mineral__as__gangue_negative,DG-db040277a56e,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p521150_169_raw.jpg
VTM-001323,534398,magnetite,target_mineral,ti_bearing_negative,0.646914,false,target_mineral__as__ti_bearing_negative,DG-07428b24b9da,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p534398_396_raw.jpg
VTM-001486,729875,magnetite,target_mineral,ti_bearing_negative,0.630852,false,target_mineral__as__ti_bearing_negative,DG-3e62e0f6f971,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p729875_1095_raw.jpg
VTM-001568,838439,magnetite,target_mineral,ti_bearing_negative,0.552284,false,target_mineral__as__ti_bearing_negative,DG-725b96f47bf5,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p838439_1267_raw.jpg
VTM-001574,854311,magnetite,target_mineral,ti_bearing_negative,0.942933,false,target_mineral__as__ti_bearing_negative,DG-ae33164e67e6,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p854311_792_raw.jpg
VTM-001622,886113,magnetite,target_mineral,ti_bearing_negative,0.810962,false,target_mineral__as__ti_bearing_negative,DG-1982c4714901,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p886113_644_raw.jpg
VTM-001664,962673,magnetite,target_mineral,ti_bearing_negative,0.451099,false,target_mineral__as__ti_bearing_negative,DG-4742712dff64,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p962673_535_raw.jpg
VTM-001668,966906,magnetite,target_mineral,ti_bearing_negative,0.932816,false,target_mineral__as__ti_bearing_negative,DG-391ca5b60e2e,数据集\mindat_manual_positive_v1\raw_positive\magnetite_proxy\magnetite_mindat_p966906_538_raw.jpg
VTM-001707,934,calcite,gangue_negative,ti_bearing_negative,0.757004,false,gangue_negative__as__ti_bearing_negative,DG-9d06bac022ce,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p000934_page1_027_raw.jpg
VTM-001787,75725,calcite,gangue_negative,ti_bearing_negative,0.577094,false,gangue_negative__as__ti_bearing_negative,DG-541b1ebaceba,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p075725_page1_074_raw.jpg
VTM-001829,115912,calcite,gangue_negative,metallic_hard_negative,0.643968,false,gangue_negative__as__metallic_hard_negative,DG-9e57df79f2bd,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p115912_page1_048_raw.jpg
VTM-001910,158261,calcite,gangue_negative,metallic_hard_negative,0.448449,false,gangue_negative__as__metallic_hard_negative,DG-ac5026a95f31,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p158261_page9_055_raw.jpg
VTM-001948,265372,calcite,gangue_negative,metallic_hard_negative,0.578137,false,gangue_negative__as__metallic_hard_negative,DG-8427f1560e80,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p265372_page8_069_raw.jpg
VTM-001974,469271,calcite,gangue_negative,metallic_hard_negative,0.790178,false,gangue_negative__as__metallic_hard_negative,DG-d6bad3d84d2f,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p469271_page6_024_raw.jpg
VTM-001980,476254,calcite,gangue_negative,target_mineral,0.677601,false,gangue_negative__as__target_mineral,DG-3ec6a9b89a8c,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p476254_page6_056_raw.jpg
VTM-002023,654975,calcite,gangue_negative,target_mineral,0.514538,false,gangue_negative__as__target_mineral,DG-bd25517c1755,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p654975_page6_052_raw.jpg
VTM-002035,703994,calcite,gangue_negative,ti_bearing_negative,0.652949,false,gangue_negative__as__ti_bearing_negative,DG-f9a86f4992d5,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\calcite\calcite_mindat_p703994_page6_053_raw.jpg
VTM-002045,15038,feldspar,gangue_negative,target_mineral,0.730100,false,gangue_negative__as__target_mineral,DG-a411047b0d5e,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p015038_page5_022_raw.jpg
VTM-002054,29165,feldspar,gangue_negative,metallic_hard_negative,0.888088,false,gangue_negative__as__metallic_hard_negative,DG-a16d935f0838,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p029165_page1_010_raw.jpg
VTM-002089,81558,feldspar,gangue_negative,ti_bearing_negative,0.796106,false,gangue_negative__as__ti_bearing_negative,DG-f7672d1516db,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p081558_page1_045_raw.jpg
VTM-002097,1013445,feldspar,gangue_negative,ti_bearing_negative,0.481577,false,gangue_negative__as__ti_bearing_negative,DG-2636b3950cdb,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p1013445_page4_002_raw.jpg
VTM-002129,141269,feldspar,gangue_negative,ti_bearing_negative,0.755592,false,gangue_negative__as__ti_bearing_negative,DG-11a86fa5f961,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p141269_page5_008_raw.jpg
VTM-002163,1655109,feldspar,gangue_negative,target_mineral,0.554396,false,gangue_negative__as__target_mineral,DG-22344461dbb5,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p1655109_page4_035_raw.jpg
VTM-002225,284342,feldspar,gangue_negative,metallic_hard_negative,0.502960,false,gangue_negative__as__metallic_hard_negative,DG-0daca63bbd1a,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p284342_page6_022_raw.jpg
VTM-002234,318543,feldspar,gangue_negative,ti_bearing_negative,0.504352,false,gangue_negative__as__ti_bearing_negative,DG-18de40885822,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p318543_page6_005_raw.jpg
VTM-002245,348846,feldspar,gangue_negative,metallic_hard_negative,0.730363,false,gangue_negative__as__metallic_hard_negative,DG-2bc20953fe0d,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p348846_page6_039_raw.jpg
VTM-002260,426230,feldspar,gangue_negative,target_mineral,0.386806,false,gangue_negative__as__target_mineral,DG-a7bb54b8313d,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p426230_page6_047_raw.jpg
VTM-002295,558131,feldspar,gangue_negative,ti_bearing_negative,0.458069,false,gangue_negative__as__ti_bearing_negative,DG-df99ce90452f,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\feldspar\feldspar_mindat_p558131_page3_023_raw.jpg
VTM-002396,41420,fluorapatite,gangue_negative,ti_bearing_negative,0.751516,false,gangue_negative__as__ti_bearing_negative,DG-d5803d09663f,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p041420_page1_022_raw.jpg
VTM-002447,90471,fluorapatite,gangue_negative,ti_bearing_negative,0.611923,false,gangue_negative__as__ti_bearing_negative,DG-e855736873f5,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p090471_page1_036_raw.jpg
VTM-002471,110961,fluorapatite,gangue_negative,ti_bearing_negative,0.806257,false,gangue_negative__as__ti_bearing_negative,DG-11b8d5d9b267,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p110961_page4_045_raw.jpg
VTM-002472,1115052,fluorapatite,gangue_negative,ti_bearing_negative,0.851324,false,gangue_negative__as__ti_bearing_negative,DG-92beb82958cd,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p1115052_page7_008_raw.jpg
VTM-002541,1322839,fluorapatite,gangue_negative,target_mineral,0.425110,false,gangue_negative__as__target_mineral,DG-55ebe2b18708,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p1322839_page4_003_raw.jpg
VTM-002609,1701569,fluorapatite,gangue_negative,ti_bearing_negative,0.552151,false,gangue_negative__as__ti_bearing_negative,DG-612f23dc2eb7,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p1701569_page3_053_raw.jpg
VTM-002619,181682,fluorapatite,gangue_negative,metallic_hard_negative,0.512350,false,gangue_negative__as__metallic_hard_negative,DG-5f83fae5d38b,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p181682_page8_056_raw.jpg
VTM-002720,377895,fluorapatite,gangue_negative,metallic_hard_negative,0.754671,false,gangue_negative__as__metallic_hard_negative,DG-67d2564f4c10,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p377895_page3_011_raw.jpg
VTM-002758,447512,fluorapatite,gangue_negative,metallic_hard_negative,0.713605,false,gangue_negative__as__metallic_hard_negative,DG-8a8089c3889e,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p447512_page2_050_raw.jpg
VTM-002864,755623,fluorapatite,gangue_negative,metallic_hard_negative,0.807547,false,gangue_negative__as__metallic_hard_negative,DG-4cc9d3a3d398,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p755623_page3_033_raw.jpg
VTM-002875,856117,fluorapatite,gangue_negative,target_mineral,0.831492,false,gangue_negative__as__target_mineral,DG-60c93a68d392,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\fluorapatite\fluorapatite_mindat_p856117_page3_046_raw.jpg
VTM-002915,44672,pyroxene,gangue_negative,ti_bearing_negative,0.530024,false,gangue_negative__as__ti_bearing_negative,DG-f5ac58c82a76,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p044672_page1_049_raw.jpg
VTM-002937,59528,pyroxene,gangue_negative,ti_bearing_negative,0.567291,false,gangue_negative__as__ti_bearing_negative,DG-d243ff2a0d18,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p059528_page1_031_raw.jpg
VTM-002955,74542,pyroxene,gangue_negative,ti_bearing_negative,0.539012,false,gangue_negative__as__ti_bearing_negative,DG-a1f1bb2780b1,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p074542_page1_022_raw.jpg
VTM-002958,78020,pyroxene,gangue_negative,ti_bearing_negative,0.502600,false,gangue_negative__as__ti_bearing_negative,DG-631180628bef,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p078020_page2_001_raw.jpg
VTM-002997,115218,pyroxene,gangue_negative,ti_bearing_negative,0.788004,false,gangue_negative__as__ti_bearing_negative,DG-427de1fe7f59,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p115218_page1_073_raw.jpg
VTM-003043,142803,pyroxene,gangue_negative,ti_bearing_negative,0.809916,false,gangue_negative__as__ti_bearing_negative,DG-052b0d3da9ed,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p142803_page1_003_raw.jpg
VTM-003059,1570280,pyroxene,gangue_negative,ti_bearing_negative,0.805638,false,gangue_negative__as__ti_bearing_negative,DG-9cda6d2dd186,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p1570280_page6_050_raw.jpg
VTM-003066,157948,pyroxene,gangue_negative,ti_bearing_negative,0.638382,false,gangue_negative__as__ti_bearing_negative,DG-98a82ca8d635,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p157948_page1_071_raw.jpg
VTM-003087,1684254,pyroxene,gangue_negative,target_mineral,0.762518,false,gangue_negative__as__target_mineral,DG-49e323b10706,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p1684254_page11_001_raw.jpg
VTM-003116,200326,pyroxene,gangue_negative,ti_bearing_negative,0.756732,false,gangue_negative__as__ti_bearing_negative,DG-8ad445e3a7db,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p200326_page8_016_raw.jpg
VTM-003140,238109,pyroxene,gangue_negative,metallic_hard_negative,0.951821,false,gangue_negative__as__metallic_hard_negative,DG-5e075b369ca7,数据集\mindat_manual_positive_v1\raw_negative\gangue_negative\pyroxene\pyroxene_mindat_p238109_page1_066_raw.jpg
